1000003336	2423
1000011349	2137
1000003334	3612
1000010164	3950
1000003332	466
1000010162	2815
1000003330	301
1000014199	878
1000008904	3301
1000014197	2976
1000014194	5097
1000018447	2445
1000014192	1445
1000011345	541
1000014190	1396
1000010168	388
1000010761	4040
1000010671	4046
1000010763	2028
1000003627	4098
1000012929	1142
1000014337	855
1000012925	870
1000003620	3996
1000009642	5083
1000009644	138
1000001423	5035
1000018667	4675
1000000802	1656
1000007276	4129
1000019856	5186
1000000381	1623
1000008431	4389
1000014545	3803
1000006671	4250
1000003623	2678
1000015788	5214
1000012255	2675
1000000387	4813
1000003023	1198
1000003021	4710
1000003027	2982
1000003025	4454
1000014679	3235
1000003747	5259
1000012522	5172
1000003029	5116
1000014449	1461
1000000593	2533
1000004255	2388
1000000591	1398
1000004257	3636
1000004251	1871
1000002179	3782
1000002856	4536
1000007291	3916
1000003240	3390
1000002783	4674
1000003934	2233
1000004259	2930
1000003629	4165
1000011582	2746
1000011580	1037
1000013027	2398
1000011586	3426
1000019235	3099
1000008058	163
1000018650	846
1000008836	3599
1000019239	2312
1000011588	2039
1000011347	2760
1000019565	159
1000012851	5121
1000010694	140
1000012853	5140
1000013385	3632
1000011748	2820
1000003373	4183
1000012857	724
1000012859	1713
1000012312	3556
1000008692	1279
1000011740	737
1000011742	2621
1000014441	4048
1000010981	372
1000010393	3719
1000018742	3375
1000010985	4869
1000018158	2922
1000010989	1017
1000003921	4286
1000001260	4861
1000016623	2685
1000001266	3918
1000020409	1689
1000020407	2045
1000000822	892
1000020405	1168
1000004335	2886
1000020403	3304
1000020153	355
1000018244	4805
1000016914	995
1000010438	998
1000016916	3135
1000016910	195
1000016912	555
1000010768	5063
1000003804	2706
1000003806	27
1000017424	4400
1000016918	884
1000017422	1866
1000014541	4277
1000018893	4617
1000019762	5157
1000015702	3976
1000012921	3841
1000010182	2235
1000000435	4663
1000004582	2709
1000015217	3225
1000016965	2322
1000020719	3568
1000004428	2020
1000020713	828
1000020711	951
1000007102	1548
1000020717	1858
1000007107	253
1000007106	61
1000001406	848
1000013159	2259
1000004108	847
1000001401	3382
1000004105	1000
1000019496	704
1000011879	3114
1000019492	9
1000001409	3199
1000020570	396
1000014219	1093
1000012346	4998
1000014215	3717
1000014217	1403
1000014210	3784
1000014213	1659
1000018788	160
1000017513	358
1000018015	4368
1000017517	236
1000010408	3680
1000017515	390
1000019546	2738
1000019012	280
1000013295	4322
1000019014	128
1000016107	4900
1000019016	60
1000012877	4459
1000007377	477
1000004030	4625
1000004032	1215
1000004035	2064
1000002977	5245
1000012133	4950
1000002565	2335
1000004331	4311
1000002561	3317
1000005619	1133
1000002563	3092
1000005617	1043
1000005340	4589
1000013524	2736
1000005342	2733
1000005613	1323
1000005344	4293
1000005611	1874
1000005346	2320
1000005594	4106
1000017637	3611
1000005694	3773
1000017633	4147
1000017631	3108
1000014501	3673
1000015859	4403
1000002962	2139
1000009092	2999
1000002964	2498
1000018953	2813
1000014507	3161
1000003751	3413
1000015850	543
1000012428	2239
1000015852	974
1000005290	1317
1000015854	2887
1000005296	2963
1000015857	101
1000002411	4252
1000002413	340
1000019168	2971
1000002415	2802
1000019164	4754
1000002419	2012
1000019166	4824
1000013406	4238
1000019160	3997
1000005726	185
1000005724	654
1000008900	2649
1000002989	676
1000003443	2300
1000008782	5246
1000008908	1566
1000002983	3513
1000022487	1120
1000002981	1126
1000002987	2455
1000002985	2424
1000005503	703
1000017181	2857
1000001880	1759
